"Date","Price","Open","High","Low","Vol.","Change %"
"01/25/2024","180.33","183.41","184.92","177.63","127.17M","1.14%"
"01/24/2024","178.29","172.55","180.58","170.56","125.52M","5.86%"
"01/23/2024","168.42","166.50","169.63","164.27","76.83M","0.14%"
"01/22/2024","168.18","174.39","174.72","164.15","122.97M","-3.47%"
"01/19/2024","174.23","165.80","174.25","162.20","140.37M","7.11%"
"01/18/2024","162.67","166.20","168.60","158.22","131.86M","1.56%"
"01/17/2024","160.17","158.45","160.64","154.40","104.08M","0.90%"
"01/16/2024","158.74","150.36","159.71","149.98","112.71M","8.31%"
"01/12/2024","146.56","148.04","148.75","145.00","48.29M","-0.99%"
"01/11/2024","148.02","148.52","150.38","143.69","62.76M","-0.35%"
"01/10/2024","148.54","150.07","150.88","146.65","56.95M","-0.48%"
"01/09/2024","149.26","145.95","149.86","145.08","67.88M","2.11%"
"01/08/2024","146.18","140.36","147.15","140.15","71.76M","5.48%"
"01/05/2024","138.58","136.78","141.01","136.44","69.66M","1.89%"
"01/04/2024","136.01","134.30","137.70","134.00","58.61M","0.51%"
"01/03/2024","135.32","135.71","137.43","133.74","61.99M","-2.35%"
"01/02/2024","138.58","144.28","144.40","137.43","64.90M","-5.99%"
"12/29/2023","147.41","149.50","151.05","147.20","62.08M","-0.91%"
"12/28/2023","148.76","146.80","150.41","145.95","63.80M","1.84%"
"12/27/2023","146.07","144.72","146.25","143.18","49.03M","1.85%"
"12/26/2023","143.41","140.07","143.85","139.92","47.16M","2.73%"
"12/22/2023","139.60","140.48","140.70","138.31","35.40M","-0.22%"
"12/21/2023","139.91","138.14","139.98","137.38","47.18M","3.28%"
"12/20/2023","135.47","139.00","139.58","135.37","54.67M","-3.34%"
"12/19/2023","140.15","138.57","143.47","138.55","63.74M","0.90%"
"12/18/2023","138.90","139.15","139.79","137.65","45.20M","-0.18%"
"12/15/2023","139.15","139.52","140.89","137.25","70.21M","0.83%"
"12/14/2023","138.00","138.89","141.82","135.73","76.12M","-0.14%"
"12/13/2023","138.19","137.97","139.24","136.03","70.65M","0.42%"
"12/12/2023","137.61","132.25","139.89","131.90","111.68M","2.38%"
"12/11/2023","134.41","130.56","135.04","128.25","98.67M","4.26%"
"12/08/2023","128.92","129.54","131.00","126.89","89.34M","0.43%"
"12/07/2023","128.37","120.79","128.68","119.56","118.58M","9.89%"
"12/06/2023","116.82","120.69","122.83","116.38","60.60M","-1.32%"
"12/05/2023","118.38","117.43","118.49","116.45","39.19M","-0.16%"
"12/04/2023","118.57","119.75","119.90","116.37","39.85M","-2.32%"
"12/01/2023","121.39","119.88","121.40","118.64","37.05M","0.19%"
"11/30/2023","121.16","123.61","124.05","119.65","44.49M","-2.17%"
"11/29/2023","123.85","123.98","125.72","123.48","37.88M","1.51%"
"11/28/2023","122.01","121.98","122.54","120.79","32.05M","-0.52%"
"11/27/2023","122.65","122.07","123.89","121.77","32.74M","0.28%"
"11/24/2023","122.31","122.03","123.25","121.54","19.00M","-0.16%"
"11/22/2023","122.51","120.00","124.76","119.95","56.89M","2.81%"
"11/21/2023","119.16","120.54","120.65","117.94","41.06M","-1.95%"
"11/20/2023","121.53","120.70","121.93","120.07","43.17M","0.75%"
"11/17/2023","120.62","119.64","121.49","118.82","38.54M","0.66%"
"11/16/2023","119.83","117.20","120.73","116.41","49.66M","1.55%"
"11/15/2023","118.00","120.54","120.59","116.87","59.56M","-1.57%"
"11/14/2023","119.88","119.70","122.11","119.22","61.02M","2.65%"
"11/13/2023","116.79","118.34","118.68","116.00","46.74M","-1.52%"
"11/10/2023","118.59","114.35","119.70","114.03","75.20M","4.49%"
"11/09/2023","113.49","114.10","115.81","113.06","61.15M","-0.09%"
"11/08/2023","113.59","113.55","115.32","112.88","41.88M","0.12%"
"11/07/2023","113.45","111.86","114.65","111.22","50.55M","1.52%"
"11/06/2023","111.75","112.60","113.08","110.22","49.27M","-0.45%"
"11/03/2023","112.25","109.05","113.39","107.86","65.63M","4.10%"
"11/02/2023","107.83","107.96","109.40","105.91","71.38M","-0.19%"
"11/01/2023","108.04","98.58","108.15","98.50","138.64M","9.69%"
"10/31/2023","98.50","96.24","98.82","94.07","79.55M","2.41%"
"10/30/2023","96.18","96.14","97.04","94.70","43.72M","-0.26%"
"10/27/2023","96.43","95.80","97.35","94.59","52.46M","2.95%"
"10/26/2023","93.67","95.99","97.52","93.11","49.90M","-2.48%"
"10/25/2023","96.06","100.42","101.03","95.23","53.42M","-5.52%"
"10/24/2023","101.67","100.97","101.79","99.38","51.98M","1.66%"
"10/23/2023","100.01","100.81","102.42","99.32","50.82M","-1.77%"
"10/20/2023","101.81","102.28","104.34","101.44","61.32M","-0.58%"
"10/19/2023","102.40","103.81","105.60","101.84","52.73M","0.23%"
"10/18/2023","102.17","103.38","104.78","101.74","50.45M","-2.82%"
"10/17/2023","105.14","103.54","106.29","101.66","49.64M","-1.24%"
"10/16/2023","106.46","105.42","107.48","105.03","42.46M","1.30%"
"10/13/2023","105.09","108.65","108.97","104.75","52.93M","-3.40%"
"10/12/2023","108.79","108.40","111.31","107.51","60.96M","0.44%"
"10/11/2023","108.31","109.14","110.10","106.93","51.09M","-0.64%"
"10/10/2023","109.01","107.49","110.12","106.40","57.11M","1.91%"
"10/09/2023","106.97","106.01","107.31","104.79","39.59M","-0.25%"
"10/06/2023","107.24","102.16","107.87","102.03","64.86M","4.21%"
"10/05/2023","102.91","103.40","103.74","100.27","51.79M","-1.11%"
"10/04/2023","104.07","100.65","104.40","100.34","51.02M","3.99%"
"10/03/2023","100.08","101.80","103.29","99.17","48.12M","-3.09%"
"10/02/2023","103.27","102.21","103.71","101.70","45.12M","0.44%"
"09/29/2023","102.82","104.69","104.94","102.56","56.08M","0.06%"
"09/28/2023","102.76","97.94","104.20","97.76","72.54M","4.78%"
"09/27/2023","98.07","96.82","99.23","96.35","51.26M","2.20%"
"09/26/2023","95.96","96.50","97.83","95.27","42.87M","-1.46%"
"09/25/2023","97.38","95.95","97.45","94.46","43.22M","1.23%"
"09/22/2023","96.20","96.92","98.42","95.61","52.17M","0.09%"
"09/21/2023","96.11","98.60","98.87","95.84","59.70M","-4.22%"
"09/20/2023","100.34","102.36","103.94","100.28","55.18M","-1.25%"
"09/19/2023","101.61","101.75","102.86","100.70","41.70M","-0.74%"
"09/18/2023","102.37","100.82","102.99","99.45","49.06M","0.87%"
"09/15/2023","101.49","106.07","106.76","101.28","71.10M","-4.82%"
"09/14/2023","106.63","108.43","109.15","106.22","45.92M","-1.00%"
"09/13/2023","107.71","105.10","108.74","104.83","44.70M","2.28%"
"09/12/2023","105.31","104.20","106.74","103.18","44.41M","-0.01%"
"09/11/2023","105.32","107.32","107.51","103.00","50.61M","-0.73%"
"09/08/2023","106.09","107.02","109.74","105.75","46.27M","-0.47%"
"09/07/2023","106.59","106.14","107.69","105.09","49.08M","-2.46%"
"09/06/2023","109.28","110.56","111.33","108.22","47.74M","-1.35%"
"09/05/2023","110.78","109.00","111.82","106.30","66.04M","1.22%"
"09/01/2023","109.45","107.00","110.06","106.61","54.86M","3.53%"
"08/31/2023","105.72","106.19","108.06","104.86","58.92M","-0.82%"
"08/30/2023","106.59","105.40","107.67","104.50","54.85M","0.63%"
"08/29/2023","105.92","102.11","106.57","101.79","50.85M","3.23%"
"08/28/2023","102.61","103.47","104.07","100.89","55.39M","0.35%"
"08/25/2023","102.25","101.17","104.12","99.58","74.79M","0.44%"
"08/24/2023","101.80","111.06","111.64","100.87","109.18M","-6.97%"
"08/23/2023","109.43","105.65","110.08","105.00","54.66M","3.57%"
"08/22/2023","105.66","109.40","109.72","104.85","47.34M","-2.37%"
"08/21/2023","108.22","106.20","108.54","105.67","49.32M","2.63%"
"08/18/2023","105.45","102.40","106.07","101.68","59.92M","0.97%"
"08/17/2023","104.44","107.62","107.85","104.10","59.06M","-2.57%"
"08/16/2023","107.19","110.09","110.44","106.98","54.33M","-3.74%"
"08/15/2023","111.35","111.99","113.18","110.17","53.82M","-0.56%"
"08/14/2023","111.98","106.75","111.99","105.42","57.42M","4.10%"
"08/11/2023","107.57","108.85","109.07","106.48","55.67M","-2.41%"
"08/10/2023","110.23","111.30","113.89","109.47","57.30M","-0.22%"
"08/09/2023","110.47","112.89","113.15","108.78","56.26M","-2.44%"
"08/08/2023","113.23","114.94","115.46","111.41","54.14M","-3.06%"
"08/07/2023","116.81","116.36","119.08","115.49","65.85M","0.85%"
"08/04/2023","115.82","114.48","118.85","113.96","83.17M","2.36%"
"08/03/2023","113.15","108.95","114.96","108.95","90.81M","3.48%"
"08/02/2023","109.35","119.49","119.50","107.38","173.37M","-7.02%"
"08/01/2023","117.60","114.26","118.19","113.16","97.28M","2.80%"
"07/31/2023","114.40","114.16","114.68","112.35","54.19M","1.27%"
"07/28/2023","112.96","113.38","114.86","112.44","55.53M","1.67%"
"07/27/2023","111.10","111.79","115.08","110.51","70.68M","0.92%"
"07/26/2023","110.09","111.91","112.36","109.30","51.72M","-2.58%"
"07/25/2023","113.00","111.14","114.05","111.00","44.92M","2.16%"
"07/24/2023","110.61","110.62","111.31","108.55","45.64M","-0.31%"
"07/21/2023","110.95","110.97","112.30","109.54","76.82M","0.63%"
"07/20/2023","110.25","114.96","115.05","109.24","76.34M","-5.31%"
"07/19/2023","116.43","121.30","121.67","115.55","70.36M","-1.27%"
"07/18/2023","117.93","117.55","118.43","115.19","57.98M","-0.33%"
"07/17/2023","118.32","115.95","118.84","112.73","68.59M","2.05%"
"07/14/2023","115.94","116.17","122.12","115.25","91.93M","0.02%"
"07/13/2023","115.92","115.76","116.16","113.57","49.21M","1.17%"
"07/12/2023","114.58","112.89","115.40","112.31","57.99M","2.93%"
"07/11/2023","111.32","111.66","113.27","109.50","59.90M","-1.99%"
"07/10/2023","113.58","113.00","113.61","109.88","49.33M","0.36%"
"07/07/2023","113.17","114.16","115.33","113.04","37.21M","-0.27%"
"07/06/2023","113.48","112.07","113.79","110.31","42.41M","-0.41%"
"07/05/2023","113.95","116.10","117.66","113.86","49.50M","-1.61%"
"07/03/2023","115.82","115.16","116.73","114.51","31.86M","1.68%"
"06/30/2023","113.91","113.03","114.69","112.41","53.38M","2.40%"
"06/29/2023","111.24","112.07","112.76","109.84","58.35M","0.97%"
"06/28/2023","110.17","108.21","111.78","107.63","67.53M","-0.20%"
"06/27/2023","110.39","108.57","110.97","107.08","59.38M","2.68%"
"06/26/2023","107.51","110.95","112.55","107.20","68.56M","-2.27%"
"06/23/2023","110.01","109.31","111.10","107.46","73.62M","-0.62%"
"06/22/2023","110.70","112.24","114.00","109.85","70.75M","-1.26%"
"06/21/2023","112.11","118.49","119.19","111.67","82.84M","-5.73%"
"06/20/2023","118.93","119.08","121.75","117.70","58.85M","-0.96%"
"06/16/2023","120.08","125.82","125.85","119.90","82.01M","-3.35%"
"06/15/2023","124.24","125.39","125.70","122.26","85.59M","-2.43%"
"06/14/2023","127.33","126.53","127.72","123.81","95.89M","2.25%"
"06/13/2023","124.53","132.32","132.83","122.45","132.46M","-3.61%"
"06/12/2023","129.19","128.52","130.48","126.40","85.67M","3.42%"
"06/09/2023","124.92","123.57","127.25","123.55","75.11M","3.20%"
"06/08/2023","121.05","118.29","122.21","117.05","65.25M","2.73%"
"06/07/2023","117.83","124.03","125.34","117.07","81.76M","-5.15%"
"06/06/2023","124.23","117.91","124.42","117.74","75.26M","5.34%"
"06/05/2023","117.93","116.59","119.32","116.42","52.60M","0.06%"
"06/02/2023","117.86","120.75","121.66","117.68","52.38M","-1.35%"
"06/01/2023","119.47","117.29","121.28","116.60","66.03M","1.07%"
"05/31/2023","118.21","122.42","123.96","117.86","87.55M","-5.64%"
"05/30/2023","125.27","130.41","130.79","123.51","98.90M","-1.39%"
"05/26/2023","127.03","122.46","127.43","120.89","92.92M","5.55%"
"05/25/2023","120.35","117.31","120.69","115.80","108.51M","11.16%"
"05/24/2023","108.27","105.98","108.91","105.64","65.91M","0.14%"
"05/23/2023","108.12","107.25","110.99","107.19","73.10M","0.11%"
"05/22/2023","108.00","104.68","108.79","103.49","65.42M","2.06%"
"05/19/2023","105.82","106.36","107.29","104.62","67.88M","-1.95%"
"05/18/2023","107.93","103.98","108.10","103.93","74.34M","4.03%"
"05/17/2023","103.75","101.79","104.14","100.05","75.24M","2.24%"
"05/16/2023","101.48","97.39","103.28","97.31","90.62M","4.19%"
"05/15/2023","97.40","95.20","97.43","93.45","51.75M","2.25%"
"05/12/2023","95.26","96.83","97.45","93.68","53.83M","-1.89%"
"05/11/2023","97.10","98.15","99.19","96.14","57.06M","0.08%"
"05/10/2023","97.02","96.42","99.94","96.12","95.62M","2.06%"
"05/09/2023","95.06","94.89","96.16","93.43","68.67M","0.02%"
"05/08/2023","95.04","89.99","95.65","89.17","95.50M","5.79%"
"05/05/2023","89.84","84.99","90.43","84.72","78.49M","3.73%"
"05/04/2023","86.61","81.57","91.64","81.11","122.84M","6.11%"
"05/03/2023","81.62","83.54","85.48","81.02","109.48M","-9.22%"
"05/02/2023","89.91","89.32","90.46","88.12","70.48M","0.25%"
"05/01/2023","89.69","91.03","91.04","88.61","59.36M","0.36%"
"04/28/2023","89.37","87.02","89.75","86.44","50.69M","2.21%"
"04/27/2023","87.44","86.41","87.57","84.09","53.09M","1.75%"
"04/26/2023","85.94","86.51","87.35","85.32","47.79M","2.55%"
"04/25/2023","83.80","86.90","87.06","83.76","52.77M","-4.31%"
"04/24/2023","87.57","88.11","88.64","86.34","40.42M","-0.97%"
"04/21/2023","88.43","89.80","89.80","88.06","41.12M","-1.86%"
"04/20/2023","90.11","88.82","91.58","88.73","47.08M","0.19%"
"04/19/2023","89.94","88.51","90.54","88.22","37.34M","0.18%"
"04/18/2023","89.78","91.61","92.16","89.33","46.25M","-0.10%"
"04/17/2023","89.87","90.23","90.69","88.30","47.25M","-2.05%"
"04/14/2023","91.75","91.82","92.97","90.50","38.73M","-0.37%"
"04/13/2023","92.09","92.79","93.16","91.83","40.57M","-0.26%"
"04/12/2023","92.33","94.97","95.00","91.74","53.38M","-1.81%"
"04/11/2023","94.03","96.06","96.07","92.69","51.94M","-1.52%"
"04/10/2023","95.48","91.32","95.79","91.02","52.54M","3.26%"
"04/06/2023","92.47","91.47","92.91","90.62","47.78M","-0.10%"
"04/05/2023","92.56","94.35","94.50","91.36","52.98M","-3.45%"
"04/04/2023","95.87","97.04","97.27","95.21","43.20M","-0.71%"
"04/03/2023","96.56","96.69","96.79","94.81","50.66M","-1.48%"
