"Date","Price","Open","High","Low","Vol.","Change %"
"07/19/2023","154.25","152.75","155.21","152.22","12.51M","0.38%"
"07/18/2023","153.66","153.38","154.40","152.82","13.49M","0.18%"
"07/17/2023","153.38","150.35","153.75","150.35","17.26M","2.41%"
"07/14/2023","149.77","151.55","152.89","148.41","27.03M","0.60%"
"07/13/2023","148.87","148.70","149.37","147.75","11.23M","0.49%"
"07/12/2023","148.15","147.45","149.87","147.00","11.32M","0.50%"
"07/11/2023","147.42","146.34","147.82","145.71","11.27M","1.56%"
"07/10/2023","145.15","144.50","145.99","144.50","9.10M","0.56%"
"07/07/2023","144.34","143.91","145.84","143.00","8.98M","0.79%"
"07/06/2023","143.21","143.02","143.39","141.44","9.71M","-0.99%"
"07/05/2023","144.64","144.94","145.43","144.36","8.94M","-1.34%"
"07/03/2023","146.61","146.19","147.48","146.00","8.02M","0.80%"
"06/30/2023","145.44","144.60","146.00","143.66","14.21M","1.40%"
"06/29/2023","143.43","140.07","143.56","139.85","15.42M","3.49%"
"06/28/2023","138.59","139.16","139.21","137.96","7.56M","-0.44%"
"06/27/2023","139.20","139.00","139.84","138.54","8.15M","0.01%"
"06/26/2023","139.19","138.87","140.01","137.69","8.43M","0.24%"
"06/23/2023","138.85","138.54","139.18","137.62","9.92M","-0.52%"
"06/22/2023","139.58","142.31","142.60","138.95","10.08M","-1.93%"
"06/21/2023","142.32","142.90","144.02","141.69","9.93M","-0.15%"
"06/20/2023","142.53","142.61","143.00","141.04","8.43M","-0.51%"
"06/16/2023","143.26","143.05","143.96","142.50","13.81M","0.12%"
"06/15/2023","143.09","140.59","143.40","140.03","9.34M","1.13%"
"06/14/2023","141.49","143.00","143.61","140.70","9.07M","-0.37%"
"06/13/2023","142.02","140.48","142.87","140.14","7.70M","0.72%"
"06/12/2023","141.00","141.07","141.32","139.76","7.60M","-0.01%"
"06/09/2023","141.01","140.35","141.80","140.21","7.25M","0.20%"
"06/08/2023","140.73","140.67","140.89","139.48","7.37M","0.03%"
"06/07/2023","140.69","139.55","141.27","138.83","9.28M","0.97%"
"06/06/2023","139.34","138.68","140.10","138.21","9.33M","0.18%"
"06/05/2023","139.09","140.11","140.34","138.13","9.69M","-0.98%"
"06/02/2023","140.47","139.56","141.48","139.34","12.92M","2.10%"
"06/01/2023","137.58","136.52","138.23","135.45","12.25M","1.38%"
"05/31/2023","135.71","136.73","136.84","134.40","14.22M","-1.27%"
"05/30/2023","137.46","136.80","137.72","136.02","7.40M","0.38%"
"05/26/2023","136.94","136.11","137.60","135.63","8.58M","0.94%"
"05/25/2023","135.67","134.82","136.27","134.58","8.47M","0.24%"
"05/24/2023","135.34","135.40","136.35","135.08","8.58M","-0.92%"
"05/23/2023","136.59","137.54","139.03","136.46","9.51M","-1.04%"
"05/22/2023","138.03","141.00","141.64","137.66","11.40M","-0.83%"
"05/19/2023","139.18","139.79","140.49","138.13","13.49M","-0.23%"
"05/18/2023","139.50","138.27","139.73","137.76","11.00M","0.76%"
"05/17/2023","138.45","135.90","138.59","135.46","12.71M","3.07%"
"05/16/2023","134.32","135.46","135.94","133.96","6.48M","-0.67%"
"05/15/2023","135.23","134.27","135.67","133.96","7.64M","0.84%"
"05/12/2023","134.10","136.82","136.99","133.13","9.99M","-1.43%"
"05/11/2023","136.05","135.00","136.81","134.90","7.06M","-0.32%"
"05/10/2023","136.48","137.95","138.06","134.87","8.13M","0.05%"
"05/09/2023","136.41","135.93","136.95","135.21","7.34M","-0.48%"
"05/08/2023","137.07","137.49","137.97","136.48","7.48M","0.24%"
"05/05/2023","136.74","136.44","137.88","135.91","11.26M","1.95%"
"05/04/2023","134.12","134.96","135.72","131.81","17.09M","-1.37%"
"05/03/2023","135.98","138.44","138.67","135.76","12.93M","-2.12%"
"05/02/2023","138.92","141.40","142.41","138.43","14.11M","-1.61%"
"05/01/2023","141.20","142.26","143.37","140.83","20.42M","2.14%"
"04/28/2023","138.24","136.56","138.32","135.67","9.89M","0.87%"
"04/27/2023","137.05","136.00","137.91","135.66","9.04M","1.35%"
"04/26/2023","135.23","137.62","137.81","134.00","14.42M","-1.77%"
"04/25/2023","137.67","139.60","139.96","137.63","10.63M","-2.17%"
"04/24/2023","140.73","140.46","141.10","140.04","7.57M","0.14%"
"04/21/2023","140.54","139.74","141.11","138.78","11.84M","-0.19%"
"04/20/2023","140.81","139.91","141.43","139.84","10.59M","-0.29%"
"04/19/2023","141.22","141.23","141.50","140.40","9.16M","-0.13%"
"04/18/2023","141.40","140.27","141.78","139.03","13.76M","1.12%"
"04/17/2023","139.83","139.95","140.06","137.66","16.05M","0.79%"
"04/14/2023","138.73","135.15","139.12","134.90","43.93M","7.55%"
"04/13/2023","128.99","128.46","129.04","126.83","12.45M","0.38%"
"04/12/2023","128.50","129.18","130.43","128.06","11.82M","-0.02%"
"04/11/2023","128.52","128.30","128.94","127.54","10.52M","0.49%"
"04/10/2023","127.89","126.54","128.23","126.22","9.48M","0.33%"
"04/06/2023","127.47","127.00","128.08","126.86","8.76M","-0.11%"
"04/05/2023","127.61","126.80","128.15","126.46","9.61M","-0.63%"
"04/04/2023","128.42","130.50","130.59","127.41","11.58M","-1.34%"
"04/03/2023","130.16","129.91","131.44","129.41","11.78M","-0.12%"
